品號 | SKU,品名 | Product Name,規格 | Specification,庫存單位 | Inventory Units,商品級別 | Product Grade,品牌類別 | Brand Category,保存天數 | Storage Days,備貨型態 | Inventory type,儲存溫層 | Storage temperature layer,失效日期 | Expiry Date
G0601007,靜岡浜佐園抹茶粉B 1KG,1KG/10包/箱,包,B級,浜佐園,365,常備,低溫,
G0601018,丸久小山園抹茶(抹茶-洛綠)1KG,1KG/10包/箱,包,B級,丸久小山園,210,常備,低溫,
G0601019,滿壽多園 靜岡抹茶粉1K,1KG/20包/箱,包,C級,滿壽多園,545,常備,低溫,
G0601020,滿壽多園 靜岡綠茶包4G,4G*250入/20包/箱,包,C級,滿壽多園,545,常備,低溫,
G0601021,滿壽多園 靜岡焙茶粉1K,1KG/20包/箱,包,C級,滿壽多園,545,常備,低溫,
G0601022,森田園宇治抹茶 利休500G,500G/20包/箱,包,C級,茶粉類製品,540,常備,低溫,
G0601023,滿壽多園 靜岡焙茶包4G,4G*250入/10包/箱,包,C級,滿壽多園,545,常備,低溫,
G0601026,丸久小山園抹茶(含綠藻)1KG,1KG/10包/箱,包,B級,丸久小山園,210,常備,低溫,
G0601027,丸久小山園含糖抹茶(特選)200G,200G/24包/箱,包,B級,丸久小山園,210,客訂,常溫,
G0602004,唐寧皇家伯爵茶500G,500G/罐/6罐/箱,罐,C級,唐寧,730,常備,常溫,
G0602016,舞茶有機紅玉茶粉500G,500G/包,包,B級,舞間茶心,1095,常備,低溫,
G0602017,舞茶蜜香紅茶粉500G,500G/包,包,B級,舞間茶心,1095,常備,低溫,
G0602018,舞茶紅烏龍茶粉500G,500G/包,包,B級,舞間茶心,1095,常備,低溫,
G0602019,舞茶和風煎茶粉500G,500G/包,包,B級,舞間茶心,1095,常備,低溫,
G0602020,舞茶日式玄米茶粉500G,500G/包,包,B級,舞間茶心,1095,常備,低溫,
G0602021,舞茶柚香金萱茶粉500G,500G/包,包,B級,舞間茶心,1095,常備,低溫,
G0602022,舞茶蜜香紅茶粉50G,50G/10包/箱,包,B級,舞間茶心,1095,客訂,低溫,
G0602023,舞茶有機紅玉茶粉50G,50G/10包/箱,包,B級,舞間茶心,1095,客訂,低溫,
G0602024,舞茶柚香金萱茶粉50G,50G/10包/箱,包,B級,舞間茶心,1095,客訂,低溫,
G0602026,舞茶日式玄米茶粉50G,50G/10包/箱,包,B級,舞間茶心,1095,客訂,低溫,
G0602029,舞茶紅烏龍茶粉50G,50G/10包/箱,包,B級,舞間茶心,1095,客訂,低溫,
G0602030,舞茶炭焙烏龍茶粉50G,50G/10包/箱,包,B級,舞間茶心,1095,客訂,低溫,
G0602031,舞茶炭焙烏龍茶粉500G,500G/包,包,B級,舞間茶心,1095,常備,低溫,
G0602036,舞茶日式玄米茶葉300G,300G/包,包,B級,舞間茶心,1095,客訂,低溫,
G0602037,麗采蝶茶館有機阿薩姆貝爾瑟瑞 CTC紅茶葉,250G/包,包,C級,茶粉類製品,730,客訂,低溫,
G0602040,舞茶文山包種茶粉500G,500G/包,包,B級,舞間茶心,1095,常備,低溫,
G0602041,舞茶四季春茶粉500G,500G/包,包,B級,舞間茶心,1095,常備,低溫,
G0602042,舞茶鐵觀音茶粉500G,500G/包,包,B級,舞間茶心,1095,常備,低溫,
G0602044,舞茶柚香金萱茶葉300G,300G/包,包,B級,舞間茶心,1095,客訂,低溫,
G0602045,舞茶紅烏龍茶葉300G,300G/包,包,B級,舞間茶心,1095,客訂,低溫,
G0602046,舞茶東方美人茶粉500G,500G/包,包,B級,舞間茶心,1095,常備,低溫,
G0602059,舞茶洛神花粉500G,500G/包,包,B級,舞間茶心,1095,常備,低溫,
G0602060,舞茶茉莉綠茶粉500G,500G/包,包,B級,舞間茶心,1095,常備,低溫,
G0602061,舞茶鐵觀音茶粉50G,50G/10包/箱,包,B級,舞間茶心,1095,客訂,低溫,
G0602062,舞茶焙茶茶粉50G,50G/10包/箱,包,B級,舞間茶心,1095,客訂,低溫,
G0602063,舞茶和風煎茶角500G,500G/包,包,B級,舞間茶心,1095,庫存售完後停售,低溫,
G0602064,舞茶炭焙烏龍茶角500G,500G/包,包,B級,舞間茶心,1095,客訂,低溫,
G0602066,舞茶阿薩姆茶粉500G,500G/包,包,B級,舞間茶心,1095,常備,低溫,
G0602067,舞茶伯爵茶粉500G,500G/包,包,B級,舞間茶心,1095,常備,低溫,
G0602068,舞茶伯爵茶角500G,500G/包,包,B級,舞間茶心,1095,常備,低溫,
G0602069,舞茶焙茶茶粉500G,500G/包,包,B級,舞間茶心,1095,常備,低溫,
G0602075,舞茶鐵觀音茶葉300G,300G/包,包,B級,舞間茶心,1095,客訂,低溫,
G0602089,舞茶炭焙烏龍立體茶包(單包隨手包),3G/1250包/箱,箱,B級,舞間茶心,1095,客訂,低溫,
G0602090,舞茶清香綠茶立體茶包(單包隨手包),3G/1250包/箱,箱,B級,舞間茶心,1095,客訂,低溫,
G0602091,舞茶蜜窖紅茶立體茶包(單包隨手包),2.5G/1250包/箱,箱,B級,舞間茶心,1095,客訂,低溫,
G0602093,舞茶日式玄米原片立體茶包,3G/50入/包,包,B級,舞間茶心,1095,客訂,低溫,
G0602104,昆布茶,1KG/20盒,盒,C級,玉露園,730,客訂,常溫,
G0602105,伯爵紅茶粉,1KG/10包/箱,包,C級,茶粉類製品,720,常備,常溫,
G0602106,舞茶馬告粉500G,500G/包,包,B級,舞間茶心,1095,庫存售完後停售,低溫,
G0602107,舞茶碧螺春茶粉500G,500G/包,包,B級,舞間茶心,1095,客訂,常溫,
G0602109,舞茶咖啡烏龍茶粉500G,500G/包,包,B級,舞間茶心,1095,客訂,常溫,
G0602110,舞茶炭焙烏龍茶粉GT507 5KG,5KG/包,包,B級,舞間茶心,1095,客訂,低溫,
G0602111,舞茶炭焙烏龍茶角GT507 5KG,5KG/包,包,B級,舞間茶心,1095,客訂,低溫,
G0603001,台灣雀巢經典咖啡(黑色)500G,500G/12包/箱,包,C級,雀巢,730,常備,常溫,
G0603004,台灣雀巢金牌咖啡(金色)230G,230G/12包/箱,包,C級,雀巢,365,常備,常溫,
G0603005,早和果樹園有田柑橘汁180ml,180ml/30瓶/箱,瓶,C級,早和果樹園,365,常備,常溫,
G0603006,柚子屋本店100%酢橘汁200ML,200ML/12瓶/箱,瓶,A級,柚子屋,365,常備,常溫,
G0603007,伊良手工精釀可樂250ml,250ml/30罐/箱,罐,,伊良可樂,365,,常溫,
H0101006,藍鑽BD杏仁條25lb,25lb/箱,箱,C級,藍鑽,730,常備,低溫,
H0101007,藍鑽BD杏仁條1KG,1KG,KG,C級,藍鑽,730,常備,低溫,
H0101008,藍鑽BD杏仁片25lb,25lb/箱,箱,C級,藍鑽,730,常備,低溫,
H0101009,藍鑽BD杏仁片1KG,1KG,KG,C級,藍鑽,730,常備,低溫,
H0101010,藍鑽BD杏仁厚片25lb,25lb/箱,箱,C級,藍鑽,730,常備,低溫,
H0101011,藍鑽BD杏仁厚片1KG,1KG,KG,C級,藍鑽,730,常備,低溫,
H0101012,藍鑽BD杏仁角25lb,25lb/箱,箱,C級,藍鑽,730,常備,低溫,
H0101013,藍鑽BD杏仁角1KG,1KG,KG,C級,藍鑽,730,常備,低溫,
H0101016,甘博士馬卡龍杏仁粉25lb,25磅/箱,箱,B級,甘博士,730,常備,低溫,
H0101017,甘博士馬卡龍杏仁粉1KG,1KG,KG,B級,甘博士,730,常備,低溫,
H0101023,加州卡美特級杏仁粒50磅,50磅/箱,箱,A級,堅果雜糧類,730,常備,低溫,
H0101024,加州卡美特級杏仁粒1KG,1KG,KG,A級,堅果雜糧類,730,常備,低溫,
H0101032,克里特西班牙PLANETA杏仁粉,1KG/12PKG/BOX; 12KG/BOX,KG,B級,克里特,420,常備,低溫,
H0101035,克里特伊朗開心果粒,500G/24PKG/BOX; 12KG/BOX,包,B級,克里特,420,常備,低溫,
H0101041,加州杏仁粉(標準版本)25磅,25磅/箱,箱,A級,堅果雜糧類,730,常備,低溫,
H0101042,加州杏仁粉(標準版本)1KG,1KG,包,A級,堅果雜糧類,730,常備,低溫,
H0101046,克里特西班牙帶皮開心果粒 1KG,1KG/12PKG/CTN,包,B級,克里特,420,常備,低溫,
H0101047,克里特西班牙BELONA脫皮杏仁粒,1KG/12PKG/BOX；12KG/BOX,KG,B級,克里特,420,常備,常溫,
H0101048,南杏杏仁粉,1KG/15包/箱,包,B級,堅果雜糧類,365,客訂,冷藏,
H0102001,加州1/2核桃25lb(20%),25lb/箱,箱,A級,堅果雜糧類,730,常備,低溫,
H0102002,加州1/2核桃1KG,1KG,KG,A級,堅果雜糧類,730,常備,低溫,
H0102003,加州1/8核桃30lb,30lb/箱,箱,A級,堅果雜糧類,730,常備,低溫,
H0102004,加州1/8核桃1KG,1KG,KG,A級,堅果雜糧類,730,常備,低溫,
H0102005,加州1/16核桃30lb,30lb/箱,箱,A級,堅果雜糧類,730,常備,低溫,
H0102012,1/8蜜核桃,1.2KG/20包/箱,包,C級,唐園,280,客訂,常溫,
H0103001,胡桃30lb,30lb/箱,箱,A級,堅果雜糧類,1095,常備,低溫,
H0103002,胡桃1KG,KG,KG,A級,堅果雜糧類,730,常備,低溫,
H0104001,夏威夷果4號(半顆)25lb,25磅/箱(11.34KG),箱,A級,堅果雜糧類,730,常備,低溫,
H0104002,夏威夷果4號(半顆)1K,1KG分裝,KG,A級,堅果雜糧類,730,常備,低溫,
H0105001,脫皮榛果粒10K,10KG/箱,箱,A級,堅果雜糧類,540,常備,低溫,
H0105002,脫皮榛果粒1KG,1KG,KG,A級,堅果雜糧類,540,常備,低溫,
H0105003,榛果粉1KG,1KG/包,包,A級,堅果雜糧類,540,常備,低溫,
H0108002,松子1KG,1KG,KG,A級,堅果雜糧類,1825,常備,低溫,
H0108003,松子12.5KG,12.5KG/2桶/箱,桶,A級,堅果雜糧類,1825,常備,低溫,
H0109002,腰果粒1KG,1KG,KG,A級,堅果雜糧類,1095,常備,低溫,
H0109006,腰果粒18.9斤(桶),18.9斤/2桶/箱,桶,A級,堅果雜糧類,1095,常備,低溫,
H0109008,腰果粒,11.25KG/2桶/箱,桶,A級,堅果雜糧類,1095,常備,低溫,
H0199004,台灣花生粉1KG,1KG分裝,包,A級,堅果雜糧類,90,常備,冷藏,
H0199005,台灣花生粉20KG,20KG/包,包,A級,堅果雜糧類,90,常備,冷藏,
H0199006,Crit D'or 堅果 新品樣品進貨,,包,B級,克里特,360,非銷售品,常溫,
H0201006,登農黃豆粉30K,30K/包,包,A級,堅果雜糧類,180,常備,冷藏,
H0201007,登農黃豆粉1K,1KG,KG,A級,堅果雜糧類,180,常備,冷藏,
H0203003,長榮777本地紅豆30KG,30KG/包,包,A級,堅果雜糧類,1095,常備,常溫,
H0203009,台灣高雄9號特級紅豆1KG,1KG分裝,KG,C級,大寮農會產銷班,365,常備,低溫,
H0203011,台灣高雄9號特級紅豆30KG,30KG/袋,袋,C級,大寮農會產銷班,365,常備,低溫,
H0203012,長榮777本地紅豆1KG,1KG/包,包,A級,堅果雜糧類,1095,常備,常溫,
H0301001,登農黑芝麻25K,25KG/包,包,A級,堅果雜糧類,1095,常備,常溫,
H0301002,登農黑芝麻1KG,1KG分裝,KG,A級,堅果雜糧類,1095,常備,低溫,
H0301003,登農白芝麻25KG,25KG/包,包,A級,堅果雜糧類,1095,常備,低溫,
H0301004,登農白芝麻1KG,1KG分裝,KG,A級,堅果雜糧類,1095,常備,低溫,
H0301029,義香熟黑芝麻粒,3KG/6包/箱,包,C級,義香,365,常備,常溫,
H0301030,義香熟白芝麻粒,3KG/6包/箱,包,C級,義香,365,常備,常溫,
H0301031,義香熟黑芝麻粉,3KG/6包/箱,包,C級,義香,365,常備,常溫,
H0303001,桂格燕麥片25K,,包,A級,堅果雜糧類,730,常備,常溫,
H0303002,桂格燕麥片1K,1KG分裝,KG,A級,堅果雜糧類,730,常備,低溫,
H0303012,FOODHOOD大燕麥片(0.8-1mm) 1KG,1KG/20包/箱,包,S級,FOODHOOD自製品牌,540,常備,低溫,
H0305001,九鬼星印焙煎胡麻粒(黑)1K,1K/12包/箱,包,S級,九鬼產業,270,常備,低溫,
H0305002,九鬼星印焙煎胡麻粒(白)1K,1K/12包/箱,包,S級,九鬼產業,270,常備,低溫,
H0305003,九鬼低油胡麻粉(極細型黑)300G,300G/10包/箱,包,S級,九鬼產業,365,常備,低溫,
H0305004,九鬼低油胡麻粉(極細型白)300G,300G/10包/箱,包,S級,九鬼產業,365,客訂,低溫,
H0305005,九鬼星印焙煎胡麻粒(金)1K,1K/12包/箱,包,S級,九鬼產業,270,客訂,低溫,
H0305006,九鬼黑胡麻沖泡粉150G,150G/24包/箱,包,S級,九鬼產業,365,常備,低溫,
H0305007,九鬼深焙胡麻粉(金)70G,70G/40包/箱,包,S級,九鬼產業,365,常備,低溫,
H0305008,九鬼星印焙煎胡麻粉(白)1KG,1KG/12包/箱,包,S級,九鬼產業,270,客訂,低溫,
H0305010,九鬼星印焙煎胡麻粉(黑)(M)5KG,2箱/5KG,箱,S級,九鬼產業,270,客訂,低溫,
H0305011,九鬼星印焙煎胡麻粒(金)200G,200G包分裝,包,S級,九鬼產業,210,客訂,常溫,
H0399001,黃金亞麻仁1K,1KG分裝,KG,A級,堅果雜糧類,1095,常備,低溫,
H0399002,亞麻子1KG,1KG,KG,A級,堅果雜糧類,1095,常備,低溫,
H0399003,日清食用小麥熟胚芽HI-GY A 5K,5KG/3包/件,包,S+級,日清製粉,180,客訂,常溫,
H0399023,葵瓜子1KG,1KG,KG,A級,堅果雜糧類,1095,常備,低溫,
H0399034,信豐脫殼紅藜,1KG/20包/箱,包,A級,堅果雜糧類,365,常備,低溫,
H0399038,無糖椰子籤(細)500G,500G/包,包,A級,堅果雜糧類,365,常備,低溫,
H0399039,可樂拿椰子粉11.34K,11.34KG/袋,袋,A級,堅果雜糧類,365,客訂,常溫,
H0399040,椰子粉1K,1KG,KG,A級,堅果雜糧類,365,常備,低溫,
H0399045,南瓜子(L)1KG,1KG,KG,A級,堅果雜糧類,1095,常備,低溫,
H0399054,亞麻子25KG,25KG/包,包,A級,堅果雜糧類,1095,常備,常溫,
H0399061,無糖椰子籤(細)25磅/包,25磅/包,包,A級,堅果雜糧類,365,常備,常溫,
H0399063,南瓜子(L)12.5K(大包裝),12.5KG/2包/箱,包,A級,堅果雜糧類,1095,常備,低溫,
H0399064,葵瓜子12.5K(大包裝),12.5KG/2包/箱,包,A級,堅果雜糧類,1095,常備,低溫,
H0399068,黃金亞麻仁30KG,30KG/袋,袋,A級,堅果雜糧類,1095,常備,常溫,
H0399069,台灣花生熟片1KG,1KG分裝,KG,A級,堅果雜糧類,90,客訂,常溫,
H0399072,黃金亞麻仁25KG,25KG/袋,袋,A級,堅果雜糧類,1095,常備,常溫,
H0399077,台灣花生熟片200G(代工組合單使用),200G/罐,罐,C級,,90,非銷售品,常溫,
H0401018,苗林斗南町越光米5KG,5KG/4包/箱,包,C級,中式食材調類,365,常備,常溫,
H0401022,日本新潟魚沼越光米-透明袋5KG,5KG/包,包,B級,日本米,365,常備,低溫,
H0401023,日本山形輝映米-透明袋5KG,5KG/包,包,B級,日本米,365,常備,低溫,
H0401024,日本北海道嚴選七星米2KG,2KG/包,包,B級,日本米,365,常備,低溫,
H0401025,日本新潟魚沼越光米-白袋2KG,2KG/包,包,B級,日本米,365,常備,低溫,
H0401032,日本北海道嚴選七星米5KG,5KG/包,包,B級,日本米,365,客訂,常溫,
H0401033,日本茨城東鄉3號米-10KG,10KG/包,包,B級,日本米,365,客訂,低溫,
H0401034,日本石川縣百萬穀米(白米)5KG,5KG/包,包,B級,日本米,365,客訂,低溫,
H0402001,胚芽米30K,30KG/包,包,C級,中式食材調類,240,非銷售品,常溫,
H0404004,八代目儀兵衛大分日光米2023年產,5KG,包,,,0,,常溫,
H0404005,八代目儀兵衛大分日光米2024年產,5kg/包,包,,,0,,常溫,
H0404006,八代目儀兵衛翁霞米2KG,2KG/包,包,A級,,365,常備,低溫,
H0499016,舞茶玄米粒1KG,1KG/10包/箱,KG,B級,舞間茶心,1095,常備,常溫,
H0499017,十六穀米,1.2KG/12包/箱,包,,,365,非銷售品,常溫,
H0599011,榛果粉10K(箱),10KG/箱,箱,A級,堅果雜糧類,540,常備,低溫,
H0601001,Alain Abel 大溪地(Borabora)香草莢250G,250G/包,包,C級,Alain Abel,730,常備,低溫,
H0601010,MASOALA馬達加斯加香草莢250G,250G/包 (15+ CM),包,C級,MASOALA,730,常備,低溫,
H0601014,Sanduan桑道恩香草莢250G,250G 15+ CM,包,C級,Sanduan,730,常備,低溫,
H0601021,Authentic馬達加斯加香草籽糊,500G/36罐/箱,罐,C級,香草莢,730,常備,冷藏,
H0601022,Authentic馬達加斯加香草籽濃縮醬(新版1KG),1KG/20罐/箱,罐,C級,香草莢,730,常備,低溫,
I0101001,梅原橘皮丁10K,10K/箱,箱,S級,梅原,365,常備,常溫,
I0101002,梅原橘皮丁1K,1K/6盒/箱,盒,S級,梅原,365,常備,常溫,
I0101003,梅原橘皮薄片(絲)10K,10K/箱,箱,S級,梅原,365,常備,常溫,
I0101004,梅原橘皮薄片(絲)1K,1K/6盒/箱,盒,S級,梅原,365,常備,常溫,
I0101005,梅原輪切橘片(糖度50)2K,2K/8盒/箱 固形量1K,盒,S級,梅原,365,常備,常溫,
I0101006,梅原輪切橘片(糖度78)1K,1K/8盒/箱,盒,S級,梅原,365,客訂,常溫,
I0101007,梅原檸檬皮丁10K,10K/箱,箱,S級,梅原,365,常備,常溫,
I0101008,梅原檸檬皮丁1K,1K/6盒/箱,盒,S級,梅原,365,常備,常溫,
I0101009,梅原檸檬皮絲1K,1K/6盒/箱,盒,S級,梅原,365,常備,常溫,
I0101011,梅原柚子細粒1K,1K/6盒/箱,盒,S級,梅原,365,常備,常溫,
I0101012,梅原柚子細粒10K,10K/箱,箱,S級,梅原,365,客訂,常溫,
I0101013,梅原柚子丁10K,10K/箱,箱,S級,梅原,365,常備,常溫,
I0101014,梅原柚子丁1K,1K/6盒/箱,盒,S級,梅原,365,常備,常溫,
I0101015,梅原綜合水果丁1K,1K/6盒/箱,盒,S級,梅原,365,常備,常溫,
I0101016,梅原香櫞皮丁10K,10K/箱,箱,S級,梅原,365,客訂,常溫,
I0101017,梅原和栗泥(2mm)1KG,1KG/12包/箱,包,S級,梅原,365,客訂,冷凍,
I0101018,梅原蘋果丁(8mm)10K,10KG/箱,箱,S級,梅原,365,客訂,常溫,
I0101020,梅原檸檬皮絲10K,10K/箱,箱,S級,梅原,365,常備,常溫,
I0101021,梅原綜合水果丁10K,10KG/箱,箱,S級,梅原,365,客訂,常溫,
I0101024,梅原糖漬蘋果丁5mm1KG,1KG/6盒/箱,盒,S級,梅原,365,客訂,常溫,
I0101025,梅原糖漬白桃丁7mm1KG,1KG/6盒/箱,盒,S級,梅原,365,常備,常溫,
I0101027,梅原糖漬蘋果丁5mm10KG,10KG/箱,箱,S級,梅原,365,客訂,常溫,
I0102003,Corsiglia糖漬橘條(8cm)1K,1KG/10盒/箱,盒,P級,Corsiglia,730,常備,冷藏,
I0102004,Corsiglia糖漬橘皮片2.5K,2.5KG/5盒/箱,盒,P級,Corsiglia,730,常備,冷藏,
I0102005,Corsiglia糖漬檸檬條(8cm)1K,1KG/10盒/箱,盒,P級,Corsiglia,730,常備,冷藏,
I0102007,Corsiglia糖漬檸檬皮片2.5K,2.5KG/5盒/箱,盒,P級,Corsiglia,270,常備,冷藏,
I0102013,Corsiglia糖漬薑丁(9x9mm)2.5K,2.5KG/5盒/箱,盒,P級,Corsiglia,180,客訂,冷藏,
I0102015,Corsiglia糖漬檸檬皮丁(6x6mm)2.5K,2.5KG/5盒/箱,盒,P級,Corsiglia,365,常備,冷藏,
I0102016,Corsiglia糖漬檸檬皮丁(9x9mm)2.5K,2.5KG/5盒/箱,盒,P級,Corsiglia,730,常備,冷藏,
I0102017,Corsiglia糖漬橘皮丁(6x6mm)2.5K,2.5KG/5盒/箱,盒,P級,Corsiglia,730,常備,冷藏,
I0102018,Corsiglia糖漬橘皮丁(9x9mm)2.5K,2.5KG/5盒/箱,盒,P級,Corsiglia,730,常備,冷藏,
I0102019,Corsiglia 糖漬綜合水果丁2.5K,2.5KG/5盒/箱,盒,P級,Corsiglia,365,常備,冷藏,
I0102020,Corsiglia糖漬薑條2.5K,2.5KG/5盒/箱,盒,P級,Corsiglia,180,客訂,冷藏,
I0102023,Corsiglia 糖漬橘皮 (1/4切) 2.5K,2.5kg/5盒/箱,盒,P級,Corsiglia,730,客訂,冷藏,
I0102024,Corsiglia 糖漬哈密瓜丁 2.5K,2.5kg/5盒/箱,盒,P級,Corsiglia,365,客訂,冷藏,
I0199006,青森蘋果片(16切)2K,2KG/6包/箱,包,A級,糖漬果物果乾,730,常備,常溫,
I0199010,愛媛日本伊予柑橘絲(袋裝),2KG/8包/箱,包,P級,EHIME,730,常備,常溫,
I0199011,愛媛日本伊予柑橘丁,11KG,桶,P級,EHIME,730,常備,常溫,
I0199012,愛媛日本柚子絲,11KG,桶,P級,EHIME,730,常備,常溫,
I0199013,愛媛日本7mm柚子丁,11KG,桶,P級,EHIME,730,常備,常溫,
I0199014,冷凍蜜漬柳橙絲,3KG/4包/箱,包,A級,糖漬果物果乾,730,客訂,冷凍,
I0201002,東泉黃金葡萄乾1KG,1KG,KG,A級,糖漬果物果乾,1095,常備,低溫,
I0201005,聖美多葡萄乾30磅,30磅/箱,箱,A級,糖漬果物果乾,540,常備,低溫,
I0201006,聖美多葡萄乾1KG,1KG,KG,A級,糖漬果物果乾,540,常備,低溫,
I0201012,新疆青堤子1KG,1KG,KG,A級,糖漬果物果乾,1095,常備,冷藏,
I0201016,東泉黃金葡萄乾10KG,10KG/箱,箱,A級,糖漬果物果乾,1095,常備,低溫,
I0201017,新疆青堤子10KG,10KG/箱,箱,A級,糖漬果物果乾,1095,常備,冷藏,
I0201019,高藤曬無籽葡萄乾27.5lb,27.5lb/箱,箱,A級,糖漬果物果乾,540,客訂,常溫,
I0201020,高藤曬無籽葡萄乾1KG,1KG/包,包,A級,糖漬果物果乾,540,客訂,常溫,
I0202001,日銓杏桃乾(大)12.5KG,12.5KG/箱,箱,A級,糖漬果物果乾,730,常備,冷凍,
I0202002,日銓杏桃乾(大)1K,1KG,KG,A級,糖漬果物果乾,730,常備,冷凍,
I0203005,三合利澀皮粄栗3.5KG,3.5KG/6罐/箱 (固形體:1.8KG/罐),罐,A級,糖漬果物果乾,1095,常備,常溫,
I0203006,Corsiglia糖漬栗子粒(小)1K,1KG/12罐/箱,罐,P級,Corsiglia,1095,常備,常溫,
I0203007,Corsiglia糖漬栗子碎粒1K,1KG/12罐/箱,罐,P級,Corsiglia,1095,常備,常溫,
I0203008,Corsiglia真空糖漬栗子(36入)720G,720G/2包/8盒/箱,包,P級,Corsiglia,730,客訂,常溫,
I0203011,FOODHOOD澀皮粄栗碎粒,3.5KG/6罐/箱  (固形體:1.8KG/罐),罐,S級,FOODHOOD自製品牌,1095,客訂,常溫,
I0203012,Corsiglia真空糖漬栗子(18入)360G,360G/4包/8盒/箱,包,P級,Corsiglia,730,停售,常溫,
I0203013,Corsiglia,,盒,P級,Corsiglia,730,客訂,常溫,
I0203014,Corsiglia,,罐,P級,Corsiglia,1095,常備,常溫,
I0204004,帆船黑橄欖片3K,3K/6罐/箱,罐,B級,西式食材調類,1095,常備,常溫,
I0204011,Liberitas無籽青橄欖935G,935G/12罐/箱,罐,B級,西式食材調類,1095,常備,常溫,
I0205001,功祥酸櫻桃乾25lb,25lb/箱,箱,A級,糖漬果物果乾,730,常備,常溫,
I0205002,功祥酸櫻桃乾1K,1KG,KG,A級,糖漬果物果乾,730,常備,常溫,
I0299005,蔓越莓乾1KG,1KG,KG,A級,糖漬果物果乾,730,常備,低溫,
I0299019,蔓越莓乾25LB,25LB/箱,箱,A級,糖漬果物果乾,730,常備,低溫,
I0299033,守窯者台灣煙燻龍眼乾(五天五夜)18KG,18KG/箱,箱,C級,守窯者,365,常備,常溫,
I0299039,GRACELAND野生藍莓乾25磅,25lb/箱,箱,A級,糖漬果物果乾,730,常備,冷藏,
I0299040,GRACELAND野生藍莓乾1KG,1K/包,包,A級,糖漬果物果乾,730,常備,冷藏,
I0299041,FOODHOOD愛文芒果乾-片,1KG分裝,KG,S級,FOODHOOD自製品牌,240,常備,低溫,
I0299042,FOODHOOD愛文芒果乾-切丁,1KG分裝,KG,S級,FOODHOOD自製品牌,240,常備,低溫,
I0299044,守窯者台灣煙燻龍眼乾(五天五夜)580G,580G/30盒/箱,盒,C級,守窯者,180,常備,常溫,
I0302002,花果園柑柚茶果醬620G,620G/12罐/箱,罐,A級,糖漬果物果乾,365,客訂,常溫,
I0399006,FOODHOOD料理專用台灣花生醬200G,200G/12罐/箱,罐,S級,FOODHOOD自製品牌,180,常備,常溫,
I0399007,FOODHOOD料理專用台灣花生醬1KG,1KG/6桶/箱,桶,S級,FOODHOOD自製品牌,180,常備,常溫,
I0399008,FOODHOOD島砂糖台灣花生醬200G,200G/12罐/箱,罐,S級,FOODHOOD自製品牌,180,常備,常溫,
I0399010,FOODHOOD島砂糖台灣花生醬1KG,1KG/6桶/箱,桶,S級,FOODHOOD自製品牌,180,常備,常溫,
I0399017,FOODHOOD料理專用台灣花生醬5KG,5KG/桶,桶,S級,FOODHOOD自製品牌,180,客訂,常溫,
I0402020,BOIRON冷凍白蜜桃果泥(調貨),1KG/6盒/箱,盒,C級,BOIRON,900,客訂,冷凍,
I0404002,SICOLY葡萄柚果汁(無加糖)1KG(原先為果泥&成分不變),1KG/6盒/箱,盒,S級,SICOLY,1095,客訂,冷凍,
I0404005,SICOLY黑醋栗果泥(無加糖)1KG,1KG/6盒/箱,盒,S級,SICOLY,1095,常備,冷凍,
I0404006,SICOLY檸檬碎果泥1KG,1KG/6盒/箱,盒,S級,SICOLY,1095,常備,冷凍,
I0404007,SICOLY草莓果泥1KG,1KG/6盒/箱,盒,S級,SICOLY,1095,常備,冷凍,
I0404008,SICOLY荔枝果泥(無加糖)1KG,1KG/6盒/箱,盒,S級,SICOLY,1095,常備,冷凍,
I0404010,SICOLY藍莓果泥(無加糖)1KG,1KG/6盒/箱,盒,S級,SICOLY,1095,常備,冷凍,
I0404011,SICOLY百香果果泥1KG,1KG/6盒/箱,盒,S級,SICOLY,1095,常備,冷凍,
I0404014,SICOLY芒果果泥(無加糖)1KG,1KG/6盒/箱,盒,S級,SICOLY,1095,常備,冷凍,
I0404022,SICOLY冷凍切半杏桃1KG,1KG/5包/箱,包,S級,SICOLY,730,客訂,冷凍,
I0404025,SICOLY佛手柑果汁(無加糖)1KG(原:香檸檬&改果汁，原品項為果泥),1KG/6盒/箱,盒,S級,SICOLY,1095,常備,冷凍,
I0404028,SICOLY玫瑰果果泥(無加糖)1KG,1KG/6盒/箱,盒,S級,SICOLY,1095,客訂,冷凍,
I0404030,SICOLY覆盆子果粒750G,750G/8盒/箱,盒,S級,SICOLY,730,常備,冷凍,
I0404031,SICOLY裝飾用冷凍紅醋栗串250G (停售),250G/8盒/箱,盒,S級,SICOLY,730,停售,冷凍,
I0404032,SICOLY冷凍黑莓果粒1KG,1KG/5包/箱,包,S級,SICOLY,730,客訂,冷凍,
I0404035,SICOLY紅心芭樂果泥(無加糖)1KG(原:番石榴),1KG/6盒/箱,盒,S級,SICOLY,1095,常備,冷凍,
I0404036,SICOLY冷凍黑醋栗果粒1KG,1KG/5包/箱,包,S級,SICOLY,730,常備,冷凍,
I0404037,SICOLY冷凍紅醋栗果粒1KG,1KG/5包/箱,包,S級,SICOLY,730,客訂,冷凍,
I0404038,SICOLY冷凍草莓果粒1KG,1KG/5包/箱,包,S級,SICOLY,730,常備,冷凍,
