品號 | SKU,品名 | Product Name,標準售價 | Standard Price | Giá chuẩn,中盤價 | Whole sale price |  Giá sỉ,成箱價 | Price per box
D0103008,大順細砂20K(箱)-品號轉換停用,640,0,640
D0103009,大順細砂1KG/包,38,36,37
D0103010,大順台糖二砂5斤-停止分裝停用,90,0,0
D0103011,大順特砂--停止分裝此規格停用,90,0,0
D0103012,大順台糖細砂25KG,925,879,0
D0103013,大順特砂1斤(袋)-品號轉換停用,670,0,670
D0103014,大順特砂25KG,890,846,0
D0104001,台糖細砂25K(品名重複-停用),700,0,0
D0104002,台糖細砂1K/包(停用),36,0,33
D0104003,台糖細砂20K/箱-品號轉換停用,720,0,720
D0104004,台糖細砂1K-品名重複停用,35,0,0
D0105001,英展特砂1斤(停用),20,0,0
D0105002,英展二砂1斤(停用),20,0,0
D0106001,寶山紅糖30KG,"1,370",0,0
D0106002,寶山紅糖450G,27,0,25
D0107001,【停售】永良紅糖450G,22,0,0
D0107002,永良台灣黑糖30KG-停止進貨停用,"1,050",0,0
D0107003,韓國細砂糖30KG,900,0,900
D0199001,張錫斌手工黑糖1KG,320,280,0
D0199002,垣乃花沖繩產加工粉末黑糖250G-廠商規格轉換(停用),150,135,0
D0199003,北部製糖 沖繩特產加工黑糖粉20K,"7,000","6,800",0
D0199004,阿波和三盆糖5K,"5,600","4,760",5488
D0199005,阿波和三盆糖1K,0,0,0
D0199006,讚岐和三寶糖5K,"4,150","3,528",4067
D0199007,讚岐和三寶糖1K,0,0,0
D0199008,大東製糖素焚糖20K-停止進口停用,"2,700",0,0
D0199009,大東製糖素焚糖1K-停止進口停用,0,0,0
D0199010,鸚鵡牌天使白糖,195,0,0
D0199011,東洋精糖T.T.G.A.細砂糖30KG,"3,000","2,850",0
D0199012,日新白雙糖1K,150,0,0
D0199013,DM三井製糖Z1白雙糖30K,"4,500","3,500",4500
D0199014,北部製糖 沖繩特產加工黑糖1K,500,0,0
D0199015,鸚鵡牌琥珀紅糖,0,0,0
D0199016,明治製糖MZ白雙糖1KG,160,0,0
D0199017,張錫斌手工黑糖30KG,"9,590",0,0
D0199018,阿波和三盆糖500G,700,600,650
D0199019,薩南製糖 釜焚 島砂糖300G,100,85,98
D0199020,薩南製糖 釜焚 島砂糖1KG,190,162,186
D0199021,薩南製糖 釜焚 島砂糖20KG,"2,950","2,508",2891
D0199022,薩南製糖 黑砂糖20KG,"3,450","2,933",3381
D0199023,薩南製糖 黑砂糖1KG,260,190,250
D0199024,薩南製糖 黑砂糖1KG,260,221,255
D0199025,東洋精糖上白糖,80,60,75
D0199026,甘蔗黑糖蜜,"1,050",510,1000
D0199027,垣乃花沖繩產加工粉末黑糖230G,150,135,0
D0199028,東洋精糖T1上白糖30KG,"2,000","1,800",0
D0201001,【停售】埔姜蜂蜜(黃蓋)3KG,950,0,0
D0201002,紅柴蜂蜜(黃蓋)3KG(商品轉換停用),"1,100",0,0
D0201003,百花蜂蜜(黃蓋)3KG,625,0,0
D0202001,百花蜂蜜(紅蓋)3KG(商品轉換停用),"1,000",0,0
D0202002,龍眼蜂蜜(紅蓋)3KG(商品轉換停用),"1,250",0,0
D0203001,蜜鄉龍眼蜜(黃蓋)3KG,"1,700",0,0
D0204001,卜大黑糖蜜700G,140,0,0
D0204002,上野砂糖BX-70黑糖蜜24K,"5,000",0,0
D0204003,上野砂糖BX-70黑糖蜜200G-暫無進口停用,0,0,0
D0204004,上野砂糖BX-70黑糖蜜3KG,750,0,0
D0206001,沁峯龍眼蜂蜜(紅蓋),"1,250",0,0
D0206002,沁峯百花蜂蜜(紅蓋),"1,000",910,0
D0206003,沁峯玉荷包蜂蜜(紅蓋),"1,400","1,100",1300
D0206004,沁峯紅柴蜂蜜(紅蓋),"1,100","1,060",0
D0301001,【停售】麥芽糖(黃)40斤,895,0,0
D0301002,麥芽糖(黃)1.8KG,117,0,0
D0301003,【停售】麥芽糖(透明)40斤,940,0,0
D0301004,麥芽糖(透明)1.8K(停售),135,115,132
D0401001,加拿大楓糖細片800G(停用),"1,060",930,0
D0401002,加拿大楓糖顆粒800G-停用,900,0,860
D0401003,加拿大楓糖漿1L原廠規格轉換 停用,750,650,700
D0401004,加拿大楓糖漿-蜜琥珀,0,0,314.5
D0401005,加拿大楓糖漿-深琥珀,0,0,314.5
D0401006,加拿大楓糖漿-極深琥珀,0,0,314.5
D0401007,加拿大楓糖顆粒220G,0,0,381
D0401008,加拿大楓糖細片170G,0,0,381
D0401009,加拿大極深琥珀純楓樹糖漿1L,820,720,770
D0401010,加拿大純楓樹糖粒800G,900,765,860
D0401011,加拿大純楓樹糖片800G,"1,060",930,0
D0501001,永良(小)白晶冰糖5斤*10(停用),150,0,0
D0501002,永良(小)白晶冰糖5斤-停細冰糖停用,155,0,0
D0501003,永良細冰糖5斤*10(停用),0,0,0
D0501004,永良細冰糖5斤/包(停售),148,0,138
D0501005,永良金冰糖手造(細粒-粗)-商品重複停用,140,0,0
D0501006,永良金冰糖手造(混和)2KG(停售),150,0,0
D0501007,永良細冰糖5斤(箱)-停用,"1,000",0,0
D0501008,永良手造紅冰糖2kg(客訂-細粒),150,0,0
D0599001,手造紅冰糖-品號重覆停用,0,0,0
D0599002,手造紅冰糖2KG-請打D0501006,150,0,0
D059902,手造紅冰糖-停用,150,0,0
D0601001,大順糖粉20K(箱)-品號轉換停用,670,0,670
D0601002,大順糖粉1KG(藍),41,39,40
D0601003,大順純糖粉20K-品號轉換停用,650,0,650
D0601004,大順純糖粉1KG(黃),41,39,40
D0602001,泰源純糖粉18K,"1,035",0,0
D0602002,泰源純糖粉1K(停用),0,0,0
D0603001,日清801B甜甜圈沾糖10K,"2,400","2,200",2400
D0603002,日清801B甜甜圈沾糖1K,0,0,0
D0603003,日清809A甜甜圈沾糖10K,"2,500","2,300",0
D0603004,日清809A甜甜圈沾糖1KG,0,0,0
D0699001,達客防潮糖粉1KG/包,287,0,0
D0699002,日新製糖糖粉1K,230,185,220
D0699003,日新製糖糖粉(含寡糖)200G-停用，更換規格180G,70,58,0
D0699004,日新製糖糖粉180G,65,52,60
D0699005,昭和甜甜圈沾糖2K,450,380,430
D9999001,豐年果糖25K-停止販售停用,620,0,0
D9999002,海藻糖1KG,130,115,0
D9999003,葡萄糖20K,850,0,0
D9999004,西式轉化糖漿20K,"1,000",0,0
D9999005,【停售】特級蜂蠟1KG,840,0,0
D9999006,SOSA跳跳糖,"1,800",0,0
D9999007,珍珠糖4號10K,"2,300",0,0
D9999008,相川水飴糯米糖(改規格_停用),"7,000","5,400",0
D9999009,冬瓜條-停止販售停用,290,0,0
D9999010,海藻糖20KG/包,"2,500","2,380",2500
D9999011,珍珠糖1號,250,0,0
D9999012,聯馥白番糖8K,0,0,0
D9999013,珍珠糖2號5K,0,0,0
D9999014,葡萄糖漿85%,0,0,0
D9999015,葡萄糖漿#8310 1KG,200,0,0
D9999016,葡萄漿250ML,0,0,0
D9999017,綠標冬瓜茶磚-停止進貨停用,0,0,0
D9999018,海藻糖(中國產)-停止販售停用,0,0,0
D9999019,海樂糖,"3,000",0,0
D9999020,SonTon水飴265G(停產 改D9999026),90,75,80
D9999021,焙得-葡萄糖漿2K,0,0,0
D9999022,焙得-轉化糖漿11K,0,0,0
D9999023,加藤美蜂園黑糖蜜2.5KG,750,650,0
D9999024,還原水飴(澱粉糖醇糖漿)Eswee 57,"3,060","2,750",0
D9999025,相川水飴糯米糖,"7,000","5,400",0
D9999026,SonTon水飴255G,90,75,80
D9999027,【停售】麥芽糖漿CM75,"1,500",0,0
D9999028,正榮水飴300G,105,89,103
D9999029,伊良精釀可樂風味糖漿100ml,0,0,0
D9999030,伊良精釀可樂風味糖漿250ml,0,0,0
D9999031,伊良精釀可樂風味糖漿720ml,0,0,0
D9999032,伊良精釀可樂風味糖漿1L,0,0,0
D9999033,天然純淨蜂蠟(烘焙用),840,0,0
D9999034,昭和粉末水飴SPD 20K,0,0,0
E0101001,赤穗天鹽20K,"1,900","1,580",1900
E0101002,天外天鹽1KG,120,100,115
E0101003,46億年鹽3K,610,0,0
E0101004,赤穗天鹽1K,130,0,0
E0101005,天外天鹽300G,60,43,55
E0101006,並鹽25K,0,0,0
E0101007,瀨戶內藻鹽1K(停售),170,135,165
E0101008,瀨戶內藻鹽80G-建錯停用,0,0,0
E0101009,淡路島藻鹽(停售),170,125,155
E0101010,O-Med鹽之花100G,220,185,215
E0101011,法國葛宏德細鹽5KG,900,650,0
E0101012,釜炊伊達鮮味鹽,275,203,240
E0101013,伯方之鹽,200,170,195
E0101014,赤穗天鹽100g (日本酒客製化禮盒專用),0,0,0
E0102001,高級精鹽25K,358,0,358
E0102002,高級精鹽1K(袋)-品號轉換停用,350,0,350
E0102003,粗鹽50KG-暫停販售停用,260,0,0
E0102004,粗鹽25K-停止進貨,260,0,0
E0102005,法國葛宏德天然灰海鹽5KG,750,420,0
E0102006,法國葛宏德鹽之花 1KG,"1,100",800,0
E0102007,科林澳洲微米雪鹽1K,0,0,0
E0102008,法國葛宏德灰鹽1KG,0,0,0
E0102009,高級精鹽1K(停售),15,0,15.24
E0102010,法國葛宏德天然灰海鹽1KG,150,0,0
E0102011,【停售】冰川雪花海鹽片,350,300,330
E0102012,【停售】冰川雪花海鹽片,"1,100",950,1050
E0202001,歐客進口岩鹽600G-品號轉號轉換,340,0,0
E0202002,歐客進口岩鹽600G(停售),20,0,11.33
E0202003,建鹽玫瑰鹽0.3-0.5mm,0,0,0
E0202004,建鹽顆粒玫瑰鹽3-5mm,0,0,0
E0202005,建鹽岩鹽1KG,20,13,18
E020203,建鹽玫瑰鹽0.3-0.5mm(停用),0,0,0
E0301001,天日湖鹽1KG,140,115,0
E0301002,平釜荒鹽 1K,160,125,150
E0301003,櫻花鹽,379,308,362
E0302001,東遠猶太鹽,0,0,0
E0302002,東遠地中海碳鹽片150G,265,0,0
E0401001,天鹽鹽滷 4包入,71,57,67
F0101001,L'Opera卡魯帕諾70%(鈕扣)產地巧克力5K,"1,400","1,250",1375
F0101002,L'Opera卡魯帕諾70%產地巧克力1K-停止進貨,890,0,0
F0101003,L'Opera卡魯帕諾62%(鈕扣)產地巧克力5K,"1,200","1,050",1175
F0101004,L'Opera卡魯帕諾62%產地巧克力1K-停止進貨,710,620,0
F0101005,L'Opera節奏56%(鈕扣)經典巧克力5K,950,900,930
F0101006,L'Opera節奏56%經典巧克力1KG-停止進貨,600,0,0
F0101007,L'Opera塔妮亞70%產地巧克力1K-停止進貨,840,0,0
F0101008,L'Opera塔妮亞62%產地巧克力1K-停止進貨,710,0,0
F0101009,L'Opera塔妮亞43%(鈕扣)牛奶巧克力5K,"1,250","1,150",1225
F0101010,L'Opera阿卡朵66%(鈕扣)經典巧克力5K,"1,100","1,000",1080
F0101011,L'Opera阿卡朵66%經典巧克力1K-停止進貨,700,0,0
F0101012,L'Opera蘇拉70%產地巧克力1K-停止進口,840,0,0
F0101013,L'Opera蘇拉62%(鈕扣)產地巧克力5K-停止進口,710,0,0
F0101014,L'Opera蘇拉62%(鈕扣)產地巧克力1K-停止進口,710,0,0
F0101015,L'Opera薩瑪娜70%產地巧克力1K-停止進貨,840,0,0
F0101016,L'Opera薩瑪娜62%(鈕扣)產地巧克力5K,"1,200","1,050",1175
F0101017,L'Opera薩瑪娜62%產地巧克力1K-停止進貨,710,0,0
F0101018,L'Opera緩慢70%(鈕扣)經典巧克力5K,"1,300","1,150",1275
F0101019,L'Opera古巴73%產地巧克力1K-停止進貨,890,0,0
F0101020,L'Opera馬頓70%產地巧克力1K(3K/1包)-停止進貨,840,0,0
F0101021,L'Opera佳雅斯70%產地巧克力1K-停止進貨,840,0,0
F0101022,L'Opera勒卡朵57%經典巧克力1K-停止進貨,600,0,0
F0101023,L'Opera帕宣那朵62%經典巧克力1K-停止進貨,640,0,0
F0101024,L'Opera迪芙34%經典牛奶巧克力1K-停止進貨,600,0,0
F0101025,L'Opera美索38%經典牛奶巧克力1K-停止進貨,640,0,0
F0101026,L'Opera康瑟朵32%經典白巧克力1K-停止進貨,740,0,0
F0101027,L'Opera緩慢70%經典巧克力1K-停止進貨,800,0,0
F0101028,L'Opera塔妮亞43%產地牛奶巧克力1K-停止進貨,800,0,0
F0101029,L'Opera美康加70%(鈕扣)產地巧克力5K,"1,400","1,250",1375
F0101030,L'Opera美索38%(鈕扣)經典牛奶巧克力5K,950,900,930
F0101031,L'Opera可可碎2K,"1,500","1,350",1470
F0101032,L'Opera迪芙40%(鈕扣)經典牛奶巧克力5K,"1,200","1,050",1175
F0101033,L'Opera康瑟朵32%(鈕扣)經典白巧克力5K,"1,300","1,105",1275
F0101034,L'Opera迪芙34%經典牛奶巧克力5K,0,0,0
F0101035,L'Opera WHITE N°1 30%(鈕扣)白巧克力5K,950,900,930
F0101036,L'Opera榛果芫荽子醬1K,"1,600",0,0
F0101037,L'Opera薩瑪娜70%(鈕扣)產地巧克力5K,"1,400","1,250",1375
F0101038,L'Opera阿特帕茲73%(鈕扣)產地巧克力5K,"1,500","1,350",1470
F0101039,L'Opera維巴托70%(鈕扣)產地巧克力5K,"1,400","1,250",1375
F0101040,L'Opera委內瑞拉可可豆2K,"1,200","1,050",1175
F0101041,L'Opera美康加70%產地巧克力1K-停止進貨,840,0,0
F0101042,L'Opera塔妮亞62%(鈕扣)產地巧克力5K,"1,200","1,050",1175
F0101043,L'Opera馬頓70%(鈕扣)產地巧克力5K,"1,250","1,063",0
F0101044,L'Opera可可碎2K,750,638,0
F0101045,L'Opera塔妮亞70%(鈕扣)產地巧克力5K,"1,400","1,250",1375
F0101046,L'Opera帕宣那朵62%(鈕扣)經典巧克力5K,"1,100","1,000",1080
F0101047,L'Opera委內瑞拉可可碎2KG,"1,000",720,0
F0101048,L'Opera卡魯帕諾70%(鈕扣)產地巧克力1.5K,890,750,0
F0101049,L'Opera Dark N.1 59%(鈕扣)黑巧克力5K,900,850,880
F0101050,L'Opera勒卡朵57%(鈕扣)經典巧克力5K,950,900,930
F0101051,L'Opera牙買加73%(鈕扣)產地巧克力1.5K,"1,000",820,0
F0101052,L'Opera馬頓70%(鈕扣)產地巧克力1.5K,840,720,0
F0101053,L'Opera佳雅斯70%(鈕扣)產地巧克力5K,"1,400","1,250",1375
F0101054,L'Opera卡魯帕諾62%(鈕扣)產地巧克力1.5K,710,620,0
F0101055,L'Opera阿特帕茲73%產地巧克力3KG-停止進貨,"1,000",0,0
F0101056,L'Opera迪雅貝頌33%經典白巧克力鈕扣1.5KG,840,720,0
F0101057,L'Opera塔妮亞43%(鈕扣)牛奶巧克力1.5K,800,640,0
F0101058,L'Opera美索38%(鈕扣)經典牛奶巧克力1.5KG,640,550,0
F0101059,L'Opera薩瑪娜62%(鈕扣)產地巧克力1.5KG,710,620,0
F0101060,L'Opera緩慢70%(鈕扣)經典巧克力1.5KG,800,680,0
F0101061,L'Opera迪雅貝頌33%經典白巧克力鈕扣5KG,"1,400","1,250",1375
F0101062,L'Opera榛果芫荽子醬 100G(sample),0,0,0
F0101063,L'Opera薩瑪娜70%(鈕扣)產地巧克力1.5K,840,730,0
F0101064,L'Opera瓜地馬拉可可碎2KG,"1,050",770,0
F0101078,L'Opera帕宣那朵62%(鈕扣)經典巧克力1.5K,640,570,0
F0101079,L'Opera康瑟朵32%(鈕扣)經典白巧克力1.5K,760,670,0
F0101080,L'Opera德爾托拉70%(鈕扣)產地巧克力5K,"1,250","1,063",0
F0101081,L'Opera阿特帕茲73%(鈕扣)產地巧克力1.5K,"1,000",810,0
F0101082,L'Opera Dark N.1 59%(鈕扣)黑巧克力1.5KG,540,420,0
F0101083,L'Opera Dark N.2 62%(鈕扣)黑巧克力5K,"1,000",850,0
F0101084,L'Opera卡魯帕諾70%(鈕扣)產地巧克力5K,"1,400","1,250",1375
F0101085,L'Opera卡魯帕諾62%(鈕扣)產地巧克力5K,"1,200","1,050",1175
F0101086,L'Opera節奏56%(鈕扣)經典巧克力5K,950,900,930
F0101087,L'Opera塔妮亞43%(鈕扣)牛奶巧克力5K,"1,250","1,150",1225
F0101088,L'Opera阿卡朵66%(鈕扣)經典巧克力5K,"1,100","1,000",1080
F0101089,L'Opera薩瑪娜62%(鈕扣)產地巧克力5K,"1,200","1,050",1175
F0101090,L'Opera緩慢70%(鈕扣)經典巧克力5K,"1,300","1,150",1275
F0101091,L'Opera美康加70%(鈕扣)產地巧克力5K,"1,400","1,250",1375
F0101092,L'Opera美索38%(鈕扣)經典牛奶巧克力5K,950,900,930
F0101093,L'Opera可可碎2K,"1,500","1,350",1470
F0101094,L'Opera迪芙40%(鈕扣)經典牛奶巧克力5K,"1,200","1,050",1175
F0101095,L'Opera康瑟朵32%(鈕扣)經典白巧克力5K,"1,300","1,105",1275
F0101096,L'Opera薩瑪娜70%(鈕扣)產地巧克力5K,"1,400","1,250",1375
F0101097,L'Opera阿特帕茲73%(鈕扣)產地巧克力5K,"1,500","1,350",1470
F0101098,L'Opera維巴托70%(鈕扣)產地巧克力5K,"1,400","1,250",1375
F0101099,L'Opera塔妮亞62%(鈕扣)產地巧克力5K,"1,200","1,050",1175
F0101100,L'Opera塔妮亞70%(鈕扣)產地巧克力5K,"1,400","1,250",1375
F0101101,L'Opera帕宣那朵62%(鈕扣)經典巧克力5K,"1,100","1,000",1080
F0101102,L'Opera Dark N.1 59%(鈕扣)黑巧克力5K,900,850,880
F0101103,L'Opera勒卡朵57%(鈕扣)經典巧克力5K,950,900,930
F0101104,L'Opera佳雅斯70%(鈕扣)產地巧克力5K,"1,400","1,250",1375
F0101105,L'Opera迪雅貝頌33%經典白巧克力鈕扣5KG,"1,400","1,250",1375
F0101106,L'Opera牙買加73%(鈕扣)產地巧克力5K,"1,500","1,350",1470
F0101107,L'Opera佳雅斯64%(鈕扣)產地巧克力 5KG,"1,100","1,000",1080
F0101108,L'Opera Dark N.2 62%(鈕扣)黑巧克力5K,"1,000",850,0
F0101109,L'Opera委內瑞拉可可豆2K,"1,200","1,050",1175
F0101110,L'Opera WHITE N°1 30%(鈕扣)白巧克力5K,950,900,930
F0102001,普雷牛奶巧克力粒41% 5K,180,0,0
F0102002,水滴狀巧克力5K,"2,760",0,2705
F0102003,Cacao Barry巧克力棒,845,0,830
F0102004,鈕扣巧克力58%,"2,250",0,0
F0102005,正/高級草莓巧克力,220,0,0
F0102006,普艾瑪純苦粒73% 5K(停售),"2,000",0,0
F0102007,蜜艾瑪苦甜粒60% 5K,"2,000",0,0
F0102008,風車彩色巧克力米2LB,130,0,0
F0102009,鈕扣巧克力50%,340,0,0
F0102010,水滴狀巧克力1K-不零售,330,0,0
F0102011,Cacao Barry小脆片,0,0,0
F0102012,福灣台灣一號屏東黑巧克力100%(停售),"1,000",870,0
F0102013,福灣台灣一號屏東黑巧克力85%(停售),880,750,0
F0102014,福灣台灣一號屏東黑巧克力70%(停售),750,630,0
F0102015,福灣台灣一號屏東黑巧克力62%(停售),700,600,0
F0102016,福灣台灣三號黑糖黑巧克力70%(停售),750,630,0
F0102017,福灣台灣八號極致烘焙黑巧克力62%(停售),700,600,0
F0102018,福灣台灣九號雙重發酵粗研磨黑巧克力70%(停售),830,700,0
F0102019,福灣台灣十號深黑香草牛奶巧克力53%(停售),660,580,0
F0102020,福灣台灣二號鹽之花黑巧克力70%(停售),750,630,0
F0102021,福灣台灣一號紅玉紅茶黑巧克力62%(停售),880,750,0
F0102022,【停售】TERRA屏東內埔黑巧克力70%,950,0,0
F0201001,L'Opera柔滑義大利榛果醬100% 5K,"9,000","8,600",8800
F0201002,L'Opera柔滑義大利榛果醬50% 6K,"6,800","6,300",6680
F0201003,L'Opera碎粒義大利榛果醬50% 6K,"7,800","6,630",7600
F0201004,L'Opera碎粒西班牙杏仁醬50% 6K,"7,200","6,120",7050
F0201005,L'Opera柔滑西班牙杏仁醬50% 6K,"6,800",0,0
F0201006,L'Opera榛果牛奶巧克力醬6K,"6,000",0,0
F0201007,L'Opera榛果巧克力醬6KG,"6,000",0,0
F0201009,L'Opera柔滑義大利榛果醬100% 800G,"1,500",0,0
F0201010,L'Opera碎粒義大利榛果醬50% 1K,"1,200",0,0
F0201011,L'Opera柔滑西班牙杏仁醬50% 1K,"1,100",0,0
F0201012,L'Opera杏仁花生醬6K,"6,400","5,440",6200
F0201013,L'Opera榛果芫荽子醬300G,0,0,0
F0201014,L'Opera碎粒西班牙杏仁醬50% 1K,"1,100",0,0
F0201015,L'Opera柔滑義大利榛果醬50% 1K,"1,200",0,0
F0201016,L'Opera榛果芫荽子醬6K,"9,500","9,000",9300
F0201017,L'Opera杏仁花生醬1K,"1,150",0,0
F0201018,L'Opera柔滑義大利榛果醬100% 1K,"2,100","1,785",2050
F0201019,L'Opera碎粒義大利榛果醬50% 2K,"2,800","2,380",2750
F0201020,L'Opera開心果醬1K,"3,000","2,550",2940
F0202001,好時黑巧醬22oz,0,0,0
F0301001,L'Opera可可粉500G-售完停用,310,285,0
F0301002,美可優可可脂粉675G,450,0,0
F0301003,防潮可可粉1K,390,0,0
F0301004,戴菲小鷹(大輝)可可粉5K-停止販售,"1,150",0,0
F0301005,【停售】達客純可可脂2.5K,"2,055",0,0
F0301006,米歇爾柯茲頂級可可粉3K-入數異動 轉換品號 停用,"1,860",0,0
F0301007,地球牌可可粉(高脂)1K,250,0,0
F0301008,L'Opera馬達加斯加100%可可膏2KG,"1,500","1,350",1470
F0301009,L'Opera可可脂3K,"7,200","6,900",7050
F0301010,L'Opera可可粉600G,600,540,585
F0301011,L'Opera綜合產區可可膏2.5KG,800,660,0
F0301012,L'Opera深黑可可粉600g,0,0,0
F0301013,L'Opera深黑可可粉50g,0,0,0
F0301014,米歇爾柯茲頂級可可粉,"3,655",0,3582
F0301015,可可脂(PPP Cocoa Butter Deodorized),"30,900",0,0
F0301016,L'Opera馬達加斯加100%可可膏2KG,"1,500","1,350",1470
F0401001,L'Opera塔妮亞39%(鈕扣)產地牛奶巧克力200G,0,0,0
F0401002,L'Opera迪芙40%(鈕扣)經典牛奶巧克力200G,0,0,0
F0401003,L'Opera迪芙34%經典牛奶巧克力200G,0,0,0
F0401004,L'Opera蘇拉70%產地巧克力200G,0,0,0
F0401005,L'Opera馬頓70%產地巧克力200G,0,0,0
F0401006,L'Opera ADAGIO40%牛奶巧克力200G,0,0,0
F0401007,L'Opera美康加70%(鈕扣)產地巧克力200G,0,0,0
F0401008,L'Opera圍裙,0,0,0
F0401009,L'Opera調溫盆,0,0,0
F0401010,L'Opera可可脂300G,0,0,0
F0401011,L'Opera可可碎300G,0,0,0
F0401012,L'Opera碎粒義大利榛果醬50% 300G,0,0,0
F0401013,L'Opera柔滑義大利榛果醬50% 300G,0,0,0
F0401014,L'Opera杏仁花生醬300G,0,0,0
F0401015,L'Opera Dark N.1 59%黑巧克力200G,0,0,0
F0401016,L'Opera MILK N°1 28%牛奶巧克力200G,0,0,0
F0401017,L'Opera WHITE N°1 30%白巧克力200G,0,0,0
F0401018,L'Opera封口條,0,0,0
F0401019,L'Opera新品目錄,0,0,0
F0401020,L'Opera配方表,0,0,0
F0401021,L'Opera模紙,0,0,0
F0401022,L'Opera可可豆莢模型,0,0,0
F0401023,L'Opera目錄,0,0,0
F0401024,L'Opera照片,0,0,0
F0401025,L'Opera刮刀,0,0,0
F0401026,L'Opera錫罐,0,0,0
F0401027,L'Opera海報,0,0,0
F0401028,L'Opera手提紙袋,0,0,0
F0401029,L'Opera可可豆,0,0,0
F0401030,L'Opera Sambirano100%可可膏2.5K,0,0,0
F0401031,L'Opera牙買加73%(鈕扣)產地巧克力5K,"1,500","1,350",1470
F0401032,L'Opera開心果牛奶巧克力1K,0,0,0
F0401033,L'Opera開心果醬1K,"3,000","2,550",2940
F0401034,L'Opera柔滑義大利榛果醬100% 100G(樣品用),0,0,0
F0401035,L'Opera柔滑義大利榛果醬50% 100G(樣品用),0,0,0
F0401036,L'Opera碎粒義大利榛果醬50% 100G(樣品用),0,0,0
F0401037,L'Opera杏仁花生醬100G(樣品用),0,0,0
F0401038,L'Opera榛果芫荽子醬100G(樣品用),0,0,0
F0401039,L'Opera PISTACHIO PASTE 100%開心果醬 100G(樣品用),0,0,0
F0401040,L'Opera德爾托拉70%黑巧克力100G(樣品用),0,0,0
F0401041,L'Opera馬克杯,0,0,0
F0401042,L'Opera碎粒義大利榛果醬50% 200G(樣品用),0,0,0
F0401043,L'Opera PISTACHIO PASTE 100%開心果醬 200G(樣品用),0,0,0
F0401044,L'Opera柔滑義大利榛果醬100% 200G(樣品用),0,0,0
F0401045,L'Opera保冷袋,0,0,0
F0401046,L'Opera碎粒西班牙杏仁醬50% 200G(樣品用),0,0,0
F0401047,L'Opera碎粒西班牙杏仁醬50% 100G(樣品用),0,0,0
F0401048,L'Opera日曆,0,0,0
F0401049,L'opera鐵罐空瓶+貼標 (樣品用),0,0,0
F0401050,L'Opera 德爾托拉70%黑巧克力+杜塔70%黑巧克力套裝組 200G(樣品用),0,0,0
F0401051,L'Opera杜塔70%黑巧克力100G(樣品用),0,0,0
F0401052,L'Opera手提袋,0,0,0
F0401053,L'Opera佳雅斯64%(鈕扣)產地巧克力 5KG,"1,100","1,000",1080
F0404052,L'Opera手推車,0,0,0
G0101001,Negrita加勒比海進口蘭姆酒5L,"2,750","2,200",0
G0101002,Negrita加勒比海進口蘭姆酒1L(規格入數變更-停用),550,450,500
G0101003,Negrita甜點師44%專用蘭姆酒1L,600,0,0
G0101004,Negrita加倍芳醇54%蘭姆酒1L,650,560,600
G0101005,Negrita加勒比海進口蘭姆酒50ML-停用,80,0,0
G0101006,Negrita加勒比海進口蘭姆酒50ML-原廠規格轉換停用,960,780,0
G0101007,Negrita加勒比海進口蘭姆酒50ML(原廠停售),"2,000","1,680",0
G0101015,Negrita加勒比海進口蘭姆酒1L,550,470,540
G0102001,法國梨子白蘭地40% 700ML(停售),"1,380",0,0
G0102002,法國覆盆子白蘭地40% 700ML,"1,155",0,0
G0102003,法國櫻桃白蘭地40% 700ML(停售),"1,145",0,0
G0102004,法國蘋果白蘭地40% 1L,0,0,0
G0103001,西班牙紅酒5L,"1,090",0,0
G0103002,西班牙紅酒750ML/罐,180,0,0
G0103003,西班牙白酒5L,"1,090",0,0
G0103004,西班牙白酒750ML/罐,205,0,0
G0103005,尚旺料理米酒20%-品號轉換停用,600,0,0
G0103006,公賣局米酒頭34% 600ML(停用),"2,400",0,0
G0103007,味滋康料理酒1.8L-品號重覆停用,270,0,0
G0103008,MB芒果酒700ML,600,0,0
G0103009,麥斯蘭姆酒1L,660,530,0
G0103010,法國橘子酒(君度橙酒)700ML,705,0,691
G0103011,香橙干邑酒1000ML,"1,000",0,0
G0103012,DITA荔枝酒700ML,575,0,0
G0103013,MARSALA甜酒-FINE級750ml-轉換規格停用,480,0,0
G0103014,義大利莎羅娜杏仁酒700ML,660,0,0
G0103015,BEEFEATER琴酒,360,0,0
G0103016,麥斯蘭姆酒700ml,465,0,0
G0103017,MB草莓酒700ML,0,0,0
G0103018,MB覆盆子酒700ML,500,0,0
G0103019,麥斯蘭姆酒750ml,500,0,0
G0103020,【停售】MARSALA甜酒-FINE級1L(轉換規格1.5L),520,0,0
G0103021,義大利莎羅娜杏仁酒750ML,660,0,0
G0103022,MARSALA甜酒-FINE級1.5L,770,730,730
G0104001,尚旺料理米酒20% 600ML,25,0,0
G01040013,日本盛 晩酌 辛口-建錯停用,500,420,450
G0104002,尚旺料理米酒20%(箱)-品號重複停用,600,0,0
G0104003,公賣局米酒頭34% 600ML,152,0,0
G0104004,味滋康料理酒1.8L-停止進貨停用,270,0,0
G0104005,紅標米酒600ml-停止販售停用,27,0,0
G0104006,Brandy Courvoisier V.S.O.P,0,0,0
G0104007,國盛藏街鬼殺清酒1.8L,460,400,400
G0104008,日本盛 晚酌 辛口,750,630,630
